	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	type
GO:0071216	GO:0071216	cellular response to biotic stimulus	32/303	378/28928	0.084656085	8.082281244	14.25989334	1.02E-19	7.97E-18	4.35E-18	Pf4/Cebpb/Il1b/Serpine1/Ccl2/Ccr5/Sirpa/Fcgr2b/Abca1/Acod1/Cd68/Mrc1/Nfkbia/Sbno2/Lilrb4a/Ptafr/Fcgr4/Wnt5a/Stat1/Cd14/Litaf/Cd84/Arid5a/Trem2/Syk/Ass1/Cxcl16/Irf8/Myd88/Tlr2/Cxcl10/Spi1	32	up
GO:0050777	GO:0050777	negative regulation of immune response	26/303	223/28928	0.116591928	11.13125842	15.62562197	1.11E-19	8.50E-18	4.64E-18	Col3a1/Grn/Lgals1/Pf4/Arg1/Ptprc/Lgals3/Samhd1/Fcgr2b/Ccr2/Acod1/Lilrb4a/Isg15/Ptpn6/Nckap1l/Inpp5d/Arrb2/Parp14/Ifi207/Trem2/Vsir/Mmp12/Ccr1/Spi1/Samsn1/Ifi209	26	up
GO:1901342	GO:1901342	regulation of vasculature development	30/303	326/28928	0.09202454	8.785762012	14.5449418	1.43E-19	1.07E-17	5.87E-18	C3/Grn/Cybb/Grem1/Pf4/Il1b/C3ar1/Serpine1/Btg1/Thbs1/Lgals3/Ccl2/Stab1/Ccr2/Ecm1/Itgb2/Ptpn6/Tgm2/Wnt5a/Stat1/Runx1/Plxnd1/Hmox1/Emilin2/Cxcl10/Ccl5/Mmp9/Lrg1/Sfrp2/Tnfrsf12a	30	up
GO:0045807	GO:0045807	positive regulation of endocytosis	25/303	203/28928	0.123152709	11.75762896	15.82467596	1.49E-19	1.10E-17	6.00E-18	C3/Fcer1g/Grem1/Fcgr3/Myh9/Serpine1/Ptprc/Cyba/Ccl2/Cfp/Sirpa/Fcgr2b/Fcgr1/Nckap1l/Arrb2/Pros1/Wnt5a/Dock2/Cd14/Cd300lf/Trem2/Syk/Cbl/Dab2/Fpr2	25	up
GO:0042742	GO:0042742	defense response to bacterium	33/303	413/28928	0.079903148	7.628509098	13.95900488	1.56E-19	1.13E-17	6.16E-18	Lyz2/H2-K1/Mpeg1/Fcer1g/Lcn2/Grn/Cebpb/Hp/Il1b/Serpine1/Cyba/Wfdc17/Stab1/Fcgr1/Clec4d/Isg15/Bcl3/Clec4e/Hck/Adam17/Ncf1/Slpi/Trem2/Syk/Fgr/Irf8/Myd88/Tlr2/Emilin2/Myo1f/Plac8/Rbpj/Fpr2	33	up
GO:0032635	GO:0032635	interleukin-6 production	24/303	182/28928	0.131868132	12.58970732	16.13688546	1.59E-19	1.13E-17	6.16E-18	Fcer1g/Laptm5/Tyrobp/Cebpb/Il1b/Aif1/Unc93b1/Cyba/Ccr5/Sirpa/Lilrb4a/Ptpn6/Nckap1l/Inpp5d/Arrb2/Ptafr/Wnt5a/Cd84/Arid5a/Trem2/Syk/Pou2f2/Myd88/Tlr2	24	up
GO:0032496	GO:0032496	response to lipopolysaccharide	35/303	476/28928	0.073529412	7.019996117	13.62522089	1.69E-19	1.17E-17	6.41E-18	Pf4/Cebpb/Il1b/Serpine1/Ccl2/Ccr5/Sirpa/Abca1/Acod1/Cd68/Mrc1/Nfkbia/S100a8/Sbno2/Lilrb4a/Ptafr/Fcgr4/Wnt5a/Adam17/Stat1/Cd14/Litaf/Ncf2/Cd84/Arid5a/Slpi/Il10ra/Trem2/Ass1/Cxcl16/Irf8/Fosl2/Myd88/Cxcl10/Spi1	35	up
GO:0002688	GO:0002688	regulation of leukocyte chemotaxis	22/303	143/28928	0.153846154	14.68799188	16.88203922	1.75E-19	1.20E-17	6.54E-18	Lgmn/Grem1/Il1b/Aif1/C3ar1/Pla2g7/Serpine1/Thbs1/Csf1r/Ccl2/Ccr2/Nckap1l/Wnt5a/Adam17/Cmklr1/Gpsm3/Ccl7/Cxcl10/Ccr1/Spi1/Ccl5/Fpr2	22	up
GO:0002429	GO:0002429	immune response-activating cell surface receptor signaling pathway	29/303	302/28928	0.09602649	9.167835989	14.68014722	1.84E-19	1.24E-17	6.75E-18	C3/Fcer1g/Itgam/Laptm5/Tyrobp/C3ar1/Ptprc/Cyba/Lgals3/Acod1/Nfkbia/Lilrb4a/Cd38/Ptpn6/Nckap1l/Pik3ap1/Cd14/Cmklr1/Lcp2/Trem2/Syk/Fosl2/Myd88/Tlr2/Znrf1/Clec4n/Fpr2/Rftn1/Fpr1	29	up
GO:1990266	GO:1990266	neutrophil migration	21/303	128/28928	0.1640625	15.66336634	17.10577243	2.96E-19	1.96E-17	1.07E-17	Spp1/Fcer1g/Itgam/Fcgr3/Pf4/Il1b/C3ar1/Lgals3/Ccl2/S100a9/S100a8/Itgb2/Nckap1l/Prex1/Csf3r/Syk/Vav1/Myd88/Tlr2/Myo1f/Cxcl10	21	up
GO:1903037	GO:1903037	regulation of leukocyte cell-cell adhesion	32/303	393/28928	0.081424936	7.773797227	13.91040559	3.26E-19	2.12E-17	1.16E-17	Laptm5/Coro1a/Lgals1/Pf4/Cebpb/Arg1/Il1b/Aif1/Ptprc/Lgals3/Ccl2/Vcam1/Sirpa/H2-Ab1/Ccr2/Lilrb4a/Itgb2/Ptpn6/Nckap1l/Ptafr/H2-Aa/Pnp/Runx1/Syk/Vsir/Ass1/Sash3/Vav1/Tnfaip8l2/Dock8/Ccl5/Itga4	32	up
GO:0002444	GO:0002444	myeloid leukocyte mediated immunity	21/303	129/28928	0.162790698	15.54194489	17.03055927	3.51E-19	2.24E-17	1.23E-17	C3/Fcer1g/Itgam/Tyrobp/Fcgr3/Arg1/Fcgr2b/Fcgr1/Ccr2/Itgb2/Ptafr/Fcgr4/Ncf1/Cd84/Syk/Fgr/Cbl/Hmox1/Myd88/Myo1f/Spi1	21	up
GO:0070663	GO:0070663	regulation of leukocyte proliferation	28/303	286/28928	0.097902098	9.346903921	14.59509833	4.72E-19	2.97E-17	1.62E-17	Laptm5/Grem1/Tyrobp/Coro1a/Cebpb/Arg1/Il1b/Aif1/Ptprc/Csf1r/Lgals3/Vcam1/Csf2rb/Fcgr2b/Ccr2/Lilrb4a/Cd38/Ptpn6/Nckap1l/Inpp5d/H2-Aa/Pnp/Syk/Vsir/Sash3/Lst1/Myd88/Ccl5	28	up
GO:0002275	GO:0002275	myeloid cell activation involved in immune response	20/303	114/28928	0.175438596	16.74946442	17.33471492	5.34E-19	3.31E-17	1.81E-17	Fcer1g/Grn/Itgam/Tyrobp/Ccr2/Sbno2/Lilrb4a/Itgb2/Ptpn6/Ptafr/Dock2/Cd84/Trem2/Syk/Fgr/Cbl/Hmox1/Myd88/Myo1f/Spi1	20	up
GO:0002819	GO:0002819	regulation of adaptive immune response	27/303	263/28928	0.102661597	9.801302564	14.7519393	6.04E-19	3.69E-17	2.01E-17	C3/H2-K1/H2-D1/Fcer1g/Lgals1/Fcgr3/Pf4/Arg1/Il1b/Ptprc/Fcgr2b/Fcgr1/Ccr2/Lilrb4a/Ptpn6/Nckap1l/Irf7/Rsad2/H2-Q7/Pnp/Arid5a/Stx7/Trem2/Vsir/Sash3/Clec4n/Samsn1	27	up
GO:0045089	GO:0045089	positive regulation of innate immune response	32/303	404/28928	0.079207921	7.562134431	13.6656677	7.38E-19	4.43E-17	2.42E-17	Tyrobp/Unc93b1/Cyba/S100a9/Acod1/Nfkbia/S100a8/Arrb2/Clec4e/Wnt5a/Irf7/Zbp1/Ifi207/Pik3ap1/Cd14/Cd300lf/Rsad2/Trem2/Syk/Vav1/Mmp12/Myd88/Tlr2/Slc15a3/Znrf1/Clec4n/Ifi204/Spi1/Ifi211/Fpr2/Rftn1/Ifi209	32	up
GO:0042098	GO:0042098	T cell proliferation	26/303	246/28928	0.105691057	10.090531	14.73168264	1.33E-18	7.88E-17	4.30E-17	Itgam/Laptm5/Msn/Coro1a/Cebpb/Arg1/Il1b/Aif1/Ptprc/Lgals3/Vcam1/Ccr2/Slfn2/Lilrb4a/Itgb2/Ptpn6/Nckap1l/H2-Aa/Dock2/Pnp/Syk/Vsir/Sash3/Dock8/Ccl5/Psmb10	26	up
GO:1903706	GO:1903706	regulation of hemopoiesis	33/303	458/28928	0.072052402	6.878983095	13.04792589	3.57E-18	2.08E-16	1.14E-16	Itgam/C1qc/Tyrobp/Mmp14/Lgals1/Pf4/Cebpb/Ptprc/Csf1r/Ccl9/Ccr2/Mafb/Nfkbia/Lilrb4a/Isg15/Ptpn6/Nckap1l/Inpp5d/Hcls1/H2-Aa/Csf3r/Stat1/Pnp/Trem2/Runx1/Syk/Vsir/Sash3/Ccr1/Spi1/Ccl5/Evi2/Ikzf1	33	up
GO:0001909	GO:0001909	leukocyte mediated cytotoxicity	23/303	187/28928	0.122994652	11.74253896	15.16271834	4.54E-18	2.60E-16	1.42E-16	H2-K1/H2-D1/Itgam/Ctsc/Tyrobp/Coro1a/Fcgr3/Arg1/Ptprc/Ccl2/Fcgr2b/Fcgr1/Ptpn6/Nckap1l/Arrb2/Fcgr4/Ncf1/H2-Q7/Pnp/Stx7/Vav1/Myd88/Spi1	23	up
GO:0071222	GO:0071222	cellular response to lipopolysaccharide	29/303	340/28928	0.085294118	8.143195496	13.63139719	4.71E-18	2.66E-16	1.46E-16	Pf4/Cebpb/Il1b/Serpine1/Ccl2/Ccr5/Sirpa/Abca1/Acod1/Cd68/Mrc1/Nfkbia/Sbno2/Lilrb4a/Ptafr/Fcgr4/Wnt5a/Stat1/Cd14/Litaf/Cd84/Arid5a/Trem2/Ass1/Cxcl16/Irf8/Myd88/Cxcl10/Spi1	29	up
GO:0050670	GO:0050670	regulation of lymphocyte proliferation	26/303	259/28928	0.1003861	9.584056475	14.27698293	4.84E-18	2.70E-16	1.47E-16	Laptm5/Tyrobp/Coro1a/Cebpb/Arg1/Il1b/Aif1/Ptprc/Csf1r/Lgals3/Vcam1/Fcgr2b/Ccr2/Lilrb4a/Cd38/Ptpn6/Nckap1l/Inpp5d/H2-Aa/Pnp/Syk/Vsir/Sash3/Lst1/Myd88/Ccl5	26	up
GO:0050920	GO:0050920	regulation of chemotaxis	25/303	235/28928	0.106382979	10.15659013	14.50040027	5.34E-18	2.94E-16	1.60E-16	Fn1/Lgmn/Grem1/Il1b/Aif1/C3ar1/Pla2g7/Serpine1/Thbs1/Csf1r/Ccl2/Ccr2/P2rx4/Nckap1l/Wnt5a/Adam17/Cmklr1/Trem2/Gpsm3/Ccl7/Cxcl10/Ccr1/Spi1/Ccl5/Fpr2	25	up
GO:0032944	GO:0032944	regulation of mononuclear cell proliferation	26/303	264/28928	0.098484848	9.402540254	14.11056592	7.79E-18	4.22E-16	2.31E-16	Laptm5/Tyrobp/Coro1a/Cebpb/Arg1/Il1b/Aif1/Ptprc/Csf1r/Lgals3/Vcam1/Fcgr2b/Ccr2/Lilrb4a/Cd38/Ptpn6/Nckap1l/Inpp5d/H2-Aa/Pnp/Syk/Vsir/Sash3/Lst1/Myd88/Ccl5	26	up
GO:0030098	GO:0030098	lymphocyte differentiation	33/303	472/28928	0.069915254	6.674945461	12.78927806	8.79E-18	4.70E-16	2.57E-16	Fcer1g/Laptm5/Mmp14/Lgals1/Pf4/Il1b/Ptprc/Ccr2/Clec4d/Mafb/Lilrb4a/Ptpn6/Nckap1l/Inpp5d/Prex1/Bcl3/H2-Aa/Clec4e/Dock2/Adam17/Rsad2/Pnp/Runx1/Syk/Vsir/Sash3/Pou2f2/Vav1/Irf8/Fosl2/Spi1/Rbpj/Ikzf1	33	up
GO:0002478	GO:0002478	antigen processing and presentation of exogenous peptide antigen	13/303	34/28928	0.382352941	36.50397981	21.31144642	1.08E-17	5.67E-16	3.10E-16	Ctss/H2-K1/Lgmn/Mpeg1/Fcer1g/Fcgr3/Unc93b1/Fcgr2b/H2-Ab1/Fcgr1/H2-Aa/Clec4a3/Clec4a2	13	up
GO:0006959	GO:0006959	humoral immune response	28/303	327/28928	0.085626911	8.174967956	13.42466625	1.64E-17	8.52E-16	4.65E-16	C3/Ccl6/Cfb/C1qa/C1qc/Pf4/Il1b/C1qb/Ptprc/Ccl9/Lgals3/C1ra/Ccl2/Wfdc17/Cfp/S100a9/Fcgr2b/Ccr2/Acod1/Ptpn6/Bcl3/Slpi/Ccl8/Trem2/Ccl7/Cxcl10/Ccl5/Rbpj	28	up
GO:0002822	GO:0002822	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	25/303	247/28928	0.101214575	9.66315255	14.06784447	1.77E-17	9.10E-16	4.97E-16	C3/H2-K1/H2-D1/Fcer1g/Lgals1/Fcgr3/Pf4/Arg1/Il1b/Ptprc/Fcgr2b/Fcgr1/Ccr2/Lilrb4a/Ptpn6/Nckap1l/Rsad2/H2-Q7/Pnp/Arid5a/Stx7/Trem2/Vsir/Sash3/Clec4n	25	up
GO:0030593	GO:0030593	neutrophil chemotaxis	18/303	100/28928	0.18	17.1849505	16.68032019	1.96E-17	9.96E-16	5.44E-16	Spp1/Fcer1g/Itgam/Fcgr3/Pf4/Il1b/C3ar1/Lgals3/Ccl2/S100a9/S100a8/Itgb2/Nckap1l/Prex1/Csf3r/Syk/Vav1/Cxcl10	18	up
GO:0002705	GO:0002705	positive regulation of leukocyte mediated immunity	23/303	200/28928	0.115	10.97927393	14.5700657	2.07E-17	1.04E-15	5.67E-16	C3/H2-K1/H2-D1/Fcer1g/Itgam/Tyrobp/Fcgr3/Arg1/Il1b/Ptprc/Ccl2/Fcgr1/Itgb2/Ptafr/Rsad2/H2-Q7/Pnp/Arid5a/Stx7/Trem2/Sash3/Vav1/Spi1	23	up
GO:1902105	GO:1902105	regulation of leukocyte differentiation	29/303	372/28928	0.077956989	7.442705561	12.8674157	5.30E-17	2.62E-15	1.43E-15	Itgam/C1qc/Tyrobp/Mmp14/Lgals1/Pf4/Cebpb/Ptprc/Csf1r/Ccl9/Ccr2/Mafb/Lilrb4a/Ptpn6/Nckap1l/Inpp5d/Hcls1/H2-Aa/Pnp/Trem2/Runx1/Syk/Vsir/Sash3/Ccr1/Spi1/Ccl5/Evi2/Ikzf1	29	up
GO:0051251	GO:0051251	positive regulation of lymphocyte activation	28/303	346/28928	0.080924855	7.72605353	12.9494799	7.14E-17	3.48E-15	1.90E-15	Tyrobp/Mmp14/Coro1a/Lgals1/Il1b/Aif1/Ptprc/Csf1r/Ccl2/Vcam1/Sirpa/H2-Ab1/Ccr2/Lilrb4a/Cd38/Nckap1l/Inpp5d/H2-Aa/Pnp/Runx1/Syk/Vsir/Sash3/Vav1/Myd88/Dock8/Spi1/Ccl5	28	up
GO:0050766	GO:0050766	positive regulation of phagocytosis	17/303	91/28928	0.186813187	17.83541871	16.54892714	8.02E-17	3.86E-15	2.11E-15	C3/Fcer1g/Fcgr3/Myh9/Ptprc/Cyba/Ccl2/Cfp/Sirpa/Fcgr2b/Fcgr1/Nckap1l/Pros1/Dock2/Cd300lf/Trem2/Fpr2	17	up
GO:0002218	GO:0002218	activation of innate immune response	27/303	324/28928	0.083333333	7.9559956	12.95444118	1.25E-16	5.95E-15	3.25E-15	Tyrobp/Unc93b1/Cyba/S100a9/Acod1/Nfkbia/S100a8/Arrb2/Clec4e/Irf7/Zbp1/Ifi207/Pik3ap1/Cd14/Cd300lf/Rsad2/Trem2/Syk/Myd88/Tlr2/Slc15a3/Znrf1/Clec4n/Ifi204/Ifi211/Rftn1/Ifi209	27	up
GO:0006911	GO:0006911	phagocytosis, engulfment	15/303	65/28928	0.230769231	22.03198781	17.46491714	1.83E-16	8.62E-15	4.71E-15	C3/Fcer1g/Itgam/Fcgr3/Myh9/Aif1/Msr1/Thbs1/Sirpa/Fcgr2b/Fcgr1/Abca1/Itgb2/Nckap1l/Trem2	15	up
GO:0019884	GO:0019884	antigen processing and presentation of exogenous antigen	13/303	41/28928	0.317073171	30.27159301	19.2968904	1.91E-16	8.75E-15	4.78E-15	Ctss/H2-K1/Lgmn/Mpeg1/Fcer1g/Fcgr3/Unc93b1/Fcgr2b/H2-Ab1/Fcgr1/H2-Aa/Clec4a3/Clec4a2	13	up
GO:1902107	GO:1902107	positive regulation of leukocyte differentiation	23/303	221/28928	0.104072398	9.935994504	13.71972447	1.93E-16	8.75E-15	4.78E-15	Itgam/Tyrobp/Mmp14/Ptprc/Csf1r/Ccl9/Ccr2/Lilrb4a/Nckap1l/Inpp5d/Hcls1/H2-Aa/Pnp/Trem2/Runx1/Syk/Vsir/Sash3/Ccr1/Spi1/Ccl5/Evi2/Ikzf1	23	up
GO:1903708	GO:1903708	positive regulation of hemopoiesis	23/303	221/28928	0.104072398	9.935994504	13.71972447	1.93E-16	8.75E-15	4.78E-15	Itgam/Tyrobp/Mmp14/Ptprc/Csf1r/Ccl9/Ccr2/Lilrb4a/Nckap1l/Inpp5d/Hcls1/H2-Aa/Pnp/Trem2/Runx1/Syk/Vsir/Sash3/Ccr1/Spi1/Ccl5/Evi2/Ikzf1	23	up
GO:0002706	GO:0002706	regulation of lymphocyte mediated immunity	24/303	248/28928	0.096774194	9.239220696	13.40672396	2.23E-16	1.00E-14	5.46E-15	C3/H2-K1/H2-D1/Fcer1g/Fcgr3/Arg1/Il1b/Ptprc/Fcgr2b/Fcgr1/Ccr2/Lilrb4a/Ptpn6/Nckap1l/Arrb2/Rsad2/H2-Q7/Pnp/Arid5a/Stx7/Trem2/Vsir/Sash3/Vav1	24	up
GO:0050866	GO:0050866	negative regulation of cell activation	23/303	224/28928	0.102678571	9.802923149	13.60755108	2.60E-16	1.15E-14	6.29E-15	Fn1/Grn/Laptm5/Tyrobp/Lgals1/Pf4/Cebpb/Arg1/Lgals3/Fcgr2b/Lilrb4a/Ptpn6/Inpp5d/H2-Aa/Cd300lf/Cd84/Trem2/Runx1/Vsir/Lst1/Fgr/Tnfaip8l2/Samsn1	23	up
GO:0002695	GO:0002695	negative regulation of leukocyte activation	22/303	204/28928	0.107843137	10.29599431	13.70846217	4.16E-16	1.81E-14	9.90E-15	Fn1/Grn/Laptm5/Tyrobp/Lgals1/Pf4/Cebpb/Arg1/Lgals3/Fcgr2b/Lilrb4a/Ptpn6/Inpp5d/H2-Aa/Cd300lf/Cd84/Runx1/Vsir/Lst1/Fgr/Tnfaip8l2/Samsn1	22	up
GO:0022409	GO:0022409	positive regulation of cell-cell adhesion	27/303	340/28928	0.079411765	7.581595807	12.55969357	4.18E-16	1.81E-14	9.90E-15	Coro1a/Lgals1/Il1b/Aif1/Ptprc/Ccl2/Vcam1/Ccr5/Sirpa/H2-Ab1/Ccr2/Lilrb4a/Itgb2/Nckap1l/Ptafr/H2-Aa/Wnt5a/Pnp/Runx1/Syk/Vsir/Sash3/Vav1/Emilin2/Dock8/Ccl5/Itga4	27	up
GO:0045766	GO:0045766	positive regulation of angiogenesis	21/303	184/28928	0.114130435	10.89625484	13.85499726	6.20E-16	2.66E-14	1.45E-14	C3/Grn/Cybb/Grem1/Il1b/C3ar1/Serpine1/Btg1/Thbs1/Lgals3/Ecm1/Itgb2/Tgm2/Wnt5a/Runx1/Hmox1/Emilin2/Ccl5/Mmp9/Lrg1/Sfrp2	21	up
GO:0045637	GO:0045637	regulation of myeloid cell differentiation	23/303	236/28928	0.097457627	9.30446943	13.17916045	8.20E-16	3.48E-14	1.90E-14	Itgam/C1qc/Tyrobp/Pf4/Cebpb/Csf1r/Ccl9/Mafb/Nfkbia/Lilrb4a/Isg15/Nckap1l/Inpp5d/Hcls1/Csf3r/Stat1/Trem2/Runx1/Ccr1/Spi1/Ccl5/Evi2/Ikzf1	23	up
GO:0048002	GO:0048002	antigen processing and presentation of peptide antigen	16/303	87/28928	0.183908046	17.55805925	15.91344347	8.57E-16	3.58E-14	1.96E-14	Ctss/H2-K1/H2-D1/Lgmn/Mpeg1/Fcer1g/Fcgr3/Unc93b1/Fcgr2b/H2-Ab1/Fcgr1/H2-Aa/Clec4a3/Clec4a2/H2-Q7/Trem2	16	up
GO:1904018	GO:1904018	positive regulation of vasculature development	21/303	187/28928	0.112299465	10.72144862	13.721485	8.64E-16	3.58E-14	1.96E-14	C3/Grn/Cybb/Grem1/Il1b/C3ar1/Serpine1/Btg1/Thbs1/Lgals3/Ecm1/Itgb2/Tgm2/Wnt5a/Runx1/Hmox1/Emilin2/Ccl5/Mmp9/Lrg1/Sfrp2	21	up
GO:0042113	GO:0042113	B cell activation	26/303	323/28928	0.080495356	7.685048381	12.4304	1.08E-15	4.44E-14	2.43E-14	C3/Cfb/Laptm5/Tyrobp/Mmp14/Lgals1/Ptprc/Fcgr2b/Skap2/Lilrb4a/Cd38/Ptpn6/Nckap1l/Inpp5d/Bcl3/Adam17/Pnp/Syk/Sash3/Pou2f2/Irf8/Fosl2/Spi1/Rbpj/Samsn1/Ikzf1	26	up
GO:0007162	GO:0007162	negative regulation of cell adhesion	26/303	326/28928	0.079754601	7.614327077	12.35653006	1.35E-15	5.49E-14	3.00E-14	Laptm5/Mmp14/Lgals1/Pf4/Cebpb/Arg1/Col1a1/Serpine1/Ptprc/Thbs1/Lgals3/Il1rn/Cfl1/Lilrb4a/Ptpn6/Ptpn1/H2-Aa/Runx1/Vsir/Ass1/Tnc/Plxnd1/Mmp12/Myo1f/Tnfaip8l2/Spi1	26	up
GO:0099024	GO:0099024	plasma membrane invagination	15/303	74/28928	0.202702703	19.35242173	16.26321828	1.48E-15	5.97E-14	3.26E-14	C3/Fcer1g/Itgam/Fcgr3/Myh9/Aif1/Msr1/Thbs1/Sirpa/Fcgr2b/Fcgr1/Abca1/Itgb2/Nckap1l/Trem2	15	up
GO:0002886	GO:0002886	regulation of myeloid leukocyte mediated immunity	15/303	75/28928	0.2	19.09438944	16.14281767	1.84E-15	7.31E-14	3.99E-14	C3/Fcer1g/Itgam/Tyrobp/Fcgr3/Arg1/Fcgr1/Ccr2/Itgb2/Ptafr/Cd84/Syk/Fgr/Hmox1/Spi1	15	up
GO:0032102	GO:0032102	negative regulation of response to external stimulus	29/303	426/28928	0.068075117	6.499264011	11.76445915	1.89E-15	7.46E-14	4.07E-14	Grn/Grem1/Pf4/Arg1/Aif1/Serpine1/Thbs1/Samhd1/Sirpa/Fcgr2b/Acod1/Socs3/Aoah/Isg15/Ier3/Ptpn6/Arrb2/Pros1/Wnt5a/Parp14/Ifi207/Il10ra/Trem2/Mmp12/Tnfaip8l2/Ccr1/Plat/Fpr2/Ifi209	29	up
GO:0002456	GO:0002456	T cell mediated immunity	20/303	172/28928	0.11627907	11.10138921	13.67040418	2.16E-15	8.41E-14	4.59E-14	H2-K1/H2-D1/Ctsc/Arg1/Il1b/Unc93b1/Ptprc/Ccr2/Slfn2/Lilrb4a/Nckap1l/Rsad2/H2-Q7/Pnp/Arid5a/Stx7/Vsir/Sash3/Fosl2/Rftn1	20	up
GO:0050863	GO:0050863	regulation of T cell activation	28/303	397/28928	0.070528967	6.733537837	11.83476677	2.42E-15	9.35E-14	5.11E-14	Laptm5/Coro1a/Lgals1/Pf4/Cebpb/Arg1/Il1b/Aif1/Ptprc/Lgals3/Ccl2/Vcam1/Sirpa/H2-Ab1/Ccr2/Lilrb4a/Ptpn6/Nckap1l/H2-Aa/Pnp/Runx1/Syk/Vsir/Sash3/Vav1/Tnfaip8l2/Dock8/Ccl5	28	up
GO:1903039	GO:1903039	positive regulation of leukocyte cell-cell adhesion	24/303	285/28928	0.084210526	8.039742922	12.2876899	5.18E-15	1.98E-13	1.08E-13	Coro1a/Lgals1/Il1b/Aif1/Ptprc/Ccl2/Vcam1/Sirpa/H2-Ab1/Ccr2/Lilrb4a/Itgb2/Nckap1l/Ptafr/H2-Aa/Pnp/Runx1/Syk/Vsir/Sash3/Vav1/Dock8/Ccl5/Itga4	24	up
GO:0031589	GO:0031589	cell-substrate adhesion	27/303	377/28928	0.071618037	6.83751346	11.73783965	5.36E-15	2.03E-13	1.11E-13	Spp1/Fn1/Col3a1/Itgam/Grem1/Mmp14/Coro1a/Lgals1/Myh9/Col1a1/Fbln2/Serpine1/Thbs1/Cfl1/Vcam1/Marcks/Sirpa/Ndnf/Itgb2/Iqgap1/Ptpn1/Prex1/Mmp12/Dab2/Srgap2/Itga4/Tnfrsf12a	27	up
GO:0030217	GO:0030217	T cell differentiation	26/303	348/28928	0.074712644	7.132961572	11.842108	6.42E-15	2.41E-13	1.32E-13	Fcer1g/Lgals1/Pf4/Il1b/Ptprc/Ccr2/Clec4d/Mafb/Lilrb4a/Nckap1l/Prex1/Bcl3/H2-Aa/Clec4e/Dock2/Adam17/Rsad2/Pnp/Runx1/Syk/Vsir/Sash3/Vav1/Fosl2/Spi1/Ikzf1	26	up
GO:0001818	GO:0001818	negative regulation of cytokine production	25/303	318/28928	0.078616352	7.505656226	12.00178951	6.75E-15	2.51E-13	1.37E-13	Fn1/Laptm5/Tyrobp/Arg1/Ptprc/Thbs1/Sirpa/Fcgr2b/Acod1/Lilrb4a/Srgn/Ptpn6/Nckap1l/Inpp5d/Arrb2/Bcl3/Clec4a3/Cmklr1/Clec4a2/Cd84/Trem2/Vsir/Hmox1/Tlr2/N4bp1	25	up
GO:0010324	GO:0010324	membrane invagination	15/303	82/28928	0.182926829	17.46438058	15.36065686	7.52E-15	2.76E-13	1.51E-13	C3/Fcer1g/Itgam/Fcgr3/Myh9/Aif1/Msr1/Thbs1/Sirpa/Fcgr2b/Fcgr1/Abca1/Itgb2/Nckap1l/Trem2	15	up
GO:0071346	GO:0071346	cellular response to type II interferon	17/303	118/28928	0.144067797	13.75443307	14.28337367	7.57E-15	2.76E-13	1.51E-13	Arg1/Aif1/Ccl2/Sirpa/Actr3/Acod1/Mrc1/Wnt5a/Parp14/Stat1/Capg/H2-Q7/Ifngr1/Ass1/Irf8/Tlr2/Ccl5	17	up
GO:0002758	GO:0002758	innate immune response-activating signaling pathway	24/303	294/28928	0.081632653	7.793628342	12.0457738	1.04E-14	3.74E-13	2.04E-13	Tyrobp/Unc93b1/Cyba/S100a9/Acod1/Nfkbia/S100a8/Arrb2/Clec4e/Irf7/Ifi207/Pik3ap1/Cd14/Cd300lf/Rsad2/Trem2/Syk/Myd88/Tlr2/Slc15a3/Znrf1/Clec4n/Rftn1/Ifi209	24	up
GO:0036230	GO:0036230	granulocyte activation	13/303	54/28928	0.240740741	22.98398729	16.63604676	1.07E-14	3.81E-13	2.08E-13	Fcer1g/Grn/Itgam/Tyrobp/Ccr2/Itgb2/Ptafr/Fcgr4/Syk/Myd88/Myo1f/Spi1/Ccl5	13	up
GO:0002440	GO:0002440	production of molecular mediator of immune response	24/303	295/28928	0.081355932	7.767209263	12.01952907	1.12E-14	3.96E-13	2.16E-13	Fcer1g/Laptm5/Arg1/Il1b/Ptprc/Samhd1/Fcgr2b/Ccr2/Lilrb4a/Irf5/Fcgr4/Wnt5a/Litaf/Rsad2/Arid5a/Syk/Vsir/Sash3/Pou2f2/Hmox1/Fosl2/Myd88/Tlr2/Il13ra1	24	up
GO:0034341	GO:0034341	response to type II interferon	18/303	143/28928	0.125874126	12.0174479	13.5883327	1.37E-14	4.81E-13	2.63E-13	Arg1/Aif1/Ccl2/Sirpa/Actr3/Acod1/Mrc1/Wnt5a/Parp14/Stat1/Capg/H2-Q7/Ifngr1/Ass1/Cxcl16/Irf8/Tlr2/Ccl5	18	up
GO:0042060	GO:0042060	wound healing	27/303	394/28928	0.068527919	6.542493843	11.39652024	1.57E-14	5.47E-13	2.99E-13	Fn1/Col3a1/Fcer1g/Pf4/Myh9/Serpine1/Thbs1/Ccl2/S100a9/Ccr2/Timp1/Ndnf/Plek/Lilrb4a/Ptpn6/Slc7a11/Pros1/F13a1/Wnt5a/Rasa3/Syk/Hmox1/Mmp12/Emilin2/Plat/Lrg1/Tnfrsf12a	27	up
